TAXON_ORDER,CATEGORY,SPECIES_CODE,SCI_NAME,PRIMARY_COM_NAME,en_IOC,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS,code,mass,masscomm
3551,spuh,rail1,Rallidae sp. (rail/crake sp.),rail/crake sp.,rail/crake sp.,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",NA,NA,NA,85,Using VIRA mass
3554,species,purgal2,Porphyrio martinicus,Purple Gallinule,Purple Gallinule,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",NA,NA,1,235,NA
3558,species,purswa1,Porphyrio porphyrio,Western Swamphen,Western Swamphen,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",NA,NA,2,700,NA
3572,spuh,purswa,Porphyrio sp. (swamphen sp.),swamphen sp.,swamphen sp.,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",NA,NA,NA,700,Using WESW mass
3577,species,commoo3,Gallinula chloropus,Eurasian Moorhen,Common Moorhen,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",NA,NA,5,312,using mass for Common Gallinule
3583.5,species,comgal1,Gallinula galeata,Common Gallinule,Common Gallinule,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",NA,NA,1,312,NA
3609,species,eurcoo,Fulica atra,Eurasian Coot,Eurasian Coot,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",NA,NA,5,NA,NA
3615,species,y00475,Fulica americana,American Coot,American Coot,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",NA,NA,1,650,NA
3623,spuh,coot1,Fulica sp.,coot sp.,coot sp.,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",NA,NA,NA,650,Using AMCO mass
3624,spuh,y00614,Porphyrio/Gallinula/Fulica sp.,gallinule/moorhen/coot sp.,gallinule/moorhen/coot sp.,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",NA,NA,NA,650,Using AMCO mass
3624.68,spuh,flufft1,Sarothrura sp.,flufftail sp.,flufftail sp.,Gruiformes,Sarothruridae (Flufftails),NA,NA,NA,NA,NA
3631,species,sungre1,Heliornis fulica,Sungrebe,Sungrebe,Gruiformes,Heliornithidae (Finfoots),NA,NA,5,NA,NA
3692,species,limpki,Aramus guarauna,Limpkin,Limpkin,Gruiformes,Aramidae (Limpkin),Limpkin and Trumpeters,NA,2,1100,NA
3706.5,spuh,trumpe1,Psophia sp.,trumpeter sp.,trumpeter sp.,Gruiformes,Psophiidae (Trumpeters),NA,NA,NA,NA,NA
3717,species,sancra,Grus canadensis,Sandhill Crane,Sandhill Crane,Gruiformes,Gruidae (Cranes),NA,NA,1,4100,mass variable by subspecies
3730,species,comcra,Grus grus,Common Crane,Common Crane,Gruiformes,Gruidae (Cranes),NA,NA,4,4588,NA
3732,species,whocra,Grus americana,Whooping Crane,Whooping Crane,Gruiformes,Gruidae (Cranes),NA,NA,2,6850,NA
3734.01,spuh,crane1,Gruidae sp.,crane sp.,crane sp.,Gruiformes,Gruidae (Cranes),NA,NA,NA,4100,Used sacr mass
3753,species,dstkne,Burhinus bistriatus,Double-striped Thick-knee,Double-striped Thick-knee,Charadriiformes,Burhinidae (Thick-knees),NA,NA,5,NA,NA
3759.5,spuh,burhin1,Burhinus sp.,Burhinus sp.,Burhinus sp.,Charadriiformes,Burhinidae (Thick-knees),NA,NA,NA,NA,NA
3769,species,bkwsti,Himantopus himantopus,Black-winged Stilt,Black-winged Stilt,Charadriiformes,Recurvirostridae (Stilts and Avocets),NA,NA,5,NA,NA
3773,species,bknsti,Himantopus mexicanus,Black-necked Stilt,Black-necked/White-backed Stilt,Charadriiformes,Recurvirostridae (Stilts and Avocets),NA,NA,1,160,NA
3782,species,ameavo,Recurvirostra americana,American Avocet,American Avocet,Charadriiformes,Recurvirostridae (Stilts and Avocets),NA,NA,1,315,NA
3783.5,spuh,y00722,Recurvirostridae sp.,stilt/avocet sp.,stilt/avocet sp.,Charadriiformes,Recurvirostridae (Stilts and Avocets),NA,NA,NA,160,Used bnst
3785,species,euroys1,Haematopus ostralegus,Eurasian Oystercatcher,Eurasian Oystercatcher,Charadriiformes,Haematopodidae (Oystercatchers),NA,NA,5,550,NA
3796,species,ameoys,Haematopus palliatus,American Oystercatcher,American Oystercatcher,Charadriiformes,Haematopodidae (Oystercatchers),NA,NA,1,630,NA
3803,species,blkoys,Haematopus bachmani,Black Oystercatcher,Black Oystercatcher,Charadriiformes,Haematopodidae (Oystercatchers),NA,NA,1,650,NA
3805,spuh,oyster1,Haematopus sp.,oystercatcher sp.,oystercatcher sp.,Charadriiformes,Haematopodidae (Oystercatchers),NA,NA,NA,630,Used amoy
3805.1,species,bkbplo,Pluvialis squatarola,Black-bellied Plover,Grey Plover,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,1,240,NA
3805.2,species,eugplo,Pluvialis apricaria,European Golden-Plover,European Golden Plover,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,4,210,NA
3805.5,species,amgplo,Pluvialis dominica,American Golden-Plover,American Golden Plover,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,1,145,NA
3805.6,species,pagplo,Pluvialis fulva,Pacific Golden-Plover,Pacific Golden Plover,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,2,139,NA
3805.8,spuh,golplo,Pluvialis apricaria/dominica/fulva,golden-plover sp.,golden plover sp.,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,NA,145,Used amgp
3805.9,spuh,y00494,Pluvialis sp.,Black-bellied Plover/golden-plover sp.,Black-bellied Plover/golden plover sp.,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,NA,210,Used bbpl
3807,species,norlap,Vanellus vanellus,Northern Lapwing,Northern Lapwing,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,4,210,NA
3847.5,spuh,lapwin1,Vanellus sp.,lapwing sp.,lapwing sp.,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,NA,210,Using NOLA mass
3861,species,lesplo,Charadrius mongolus,Lesser Sand-Plover,Lesser Sand Plover,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,3,68,NA
3869,species,grsplo,Charadrius leschenaultii,Greater Sand-Plover,Greater Sand Plover,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,5,88,NA
3874,species,colplo1,Charadrius collaris,Collared Plover,Collared Plover,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,5,NA,NA
3887,species,snoplo5,Charadrius nivosus,Snowy Plover,Snowy Plover,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,1,40,NA
3892,species,wilplo,Charadrius wilsonia,Wilson's Plover,Wilson's Plover,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,1,60,NA
3896,species,corplo,Charadrius hiaticula,Common Ringed Plover,Common Ringed Plover,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,2,60,NA
3899,species,semplo,Charadrius semipalmatus,Semipalmated Plover,Semipalmated Plover,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,1,45,NA
3901,species,pipplo,Charadrius melodus,Piping Plover,Piping Plover,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,2,55,NA
3903,species,lirplo,Charadrius dubius,Little Ringed Plover,Little Ringed Plover,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,5,NA,NA
3921,species,killde,Charadrius vociferus,Killdeer,Killdeer,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,1,95,NA
3924.5,species,mouplo,Charadrius montanus,Mountain Plover,Mountain Plover,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,2,105,NA
3926,species,eurdot,Charadrius morinellus,Eurasian Dotterel,Eurasian Dotterel,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,4,110,NA
3930,spuh,smaplo1,Charadrius sp.,small plover sp.,small plover sp.,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,NA,45,Used sepl
3938,spuh,plover2,Charadriidae sp.,plover sp.,plover sp.,Charadriiformes,Charadriidae (Plovers and Lapwings),NA,NA,NA,95,Using KILL mass
3949,species,norjac,Jacana spinosa,Northern Jacana,Northern Jacana,Charadriiformes,Jacanidae (Jacanas),NA,NA,4,95,NA
3959.5,spuh,jacana1,Jacanidae sp.,jacana sp.,jacana sp.,Charadriiformes,Jacanidae (Jacanas),NA,NA,NA,95,Using NOJA mass
3960,species,tersan,Xenus cinereus,Terek Sandpiper,Terek Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,3,82,NA
3961,species,comsan,Actitis hypoleucos,Common Sandpiper,Common Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,3,51,NA
3962,species,sposan,Actitis macularius,Spotted Sandpiper,Spotted Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,40,NA
3963,species,grnsan,Tringa ochropus,Green Sandpiper,Green Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,4,NA,NA
3964,species,solsan,Tringa solitaria,Solitary Sandpiper,Solitary Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,50,NA
3967,species,gyttat1,Tringa brevipes,Gray-tailed Tattler,Grey-tailed Tattler,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,3,88,NA
3968,species,wantat1,Tringa incana,Wandering Tattler,Wandering Tattler,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,110,NA
3970,species,spored,Tringa erythropus,Spotted Redshank,Spotted Redshank,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,4,165,NA
3971,species,greyel,Tringa melanoleuca,Greater Yellowlegs,Greater Yellowlegs,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,160,NA
3972,species,comgre,Tringa nebularia,Common Greenshank,Common Greenshank,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,3,204,NA
3974,species,willet1,Tringa semipalmata,Willet,Willet,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,215,NA
3977,species,lesyel,Tringa flavipes,Lesser Yellowlegs,Lesser Yellowlegs,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,80,NA
3979,species,marsan,Tringa stagnatilis,Marsh Sandpiper,Marsh Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,5,NA,NA
3980,species,woosan,Tringa glareola,Wood Sandpiper,Wood Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,2,71,NA
3981,species,comred1,Tringa totanus,Common Redshank,Common Redshank,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,5,NA,NA
3988,spuh,tringa1,Tringa sp.,Tringa sp.,Tringa sp.,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,NA,80,Using LEYE mass
3991,species,uplsan,Bartramia longicauda,Upland Sandpiper,Upland Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,170,NA
3992,species,litcur,Numenius minutus,Little Curlew,Little Curlew,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,5,175,NA
3993,species,eskcur,Numenius borealis,Eskimo Curlew,Eskimo Curlew,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,6,NA,NA
3994,species,whimbr,Numenius phaeopus,Whimbrel,Whimbrel,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,390,NA
4000,species,brtcur,Numenius tahitiensis,Bristle-thighed Curlew,Bristle-thighed Curlew,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,2,490,NA
4001,species,faecur,Numenius madagascariensis,Far Eastern Curlew,Far Eastern Curlew,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,4,NA,NA
4002,species,slbcur,Numenius tenuirostris,Slender-billed Curlew,Slender-billed Curlew,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,6,NA,NA
4003,species,eurcur,Numenius arquata,Eurasian Curlew,Eurasian Curlew,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,4,NA,NA
4006,species,lobcur,Numenius americanus,Long-billed Curlew,Long-billed Curlew,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,590,NA
4009,spuh,curlew1,Numenius sp.,curlew sp.,curlew sp.,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,NA,390,Using WHIM mass
4010,species,bktgod,Limosa limosa,Black-tailed Godwit,Black-tailed Godwit,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,3,300,NA
4014,species,hudgod,Limosa haemastica,Hudsonian Godwit,Hudsonian Godwit,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,300,NA
4015,species,batgod,Limosa lapponica,Bar-tailed Godwit,Bar-tailed Godwit,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,2,340,NA
4019,species,margod,Limosa fedoa,Marbled Godwit,Marbled Godwit,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,370,NA
4022,spuh,godwit1,Limosa sp.,godwit sp.,godwit sp.,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,NA,300,Using HUGO mass
4023,species,rudtur,Arenaria interpres,Ruddy Turnstone,Ruddy Turnstone,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,110,NA
4026,species,blktur,Arenaria melanocephala,Black Turnstone,Black Turnstone,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,120,NA
4028,species,grekno,Calidris tenuirostris,Great Knot,Great Knot,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,4,179,NA
4029,species,redkno,Calidris canutus,Red Knot,Red Knot,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,135,NA
4035.2,species,surfbi,Calidris virgata,Surfbird,Surfbird,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,190,NA
4036,species,ruff,Calidris pugnax,Ruff,Ruff,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,3,145,NA
4037,species,brbsan,Calidris falcinellus,Broad-billed Sandpiper,Broad-billed Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,4,NA,NA
4052,species,shtsan,Calidris acuminata,Sharp-tailed Sandpiper,Sharp-tailed Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,3,68,NA
4053,species,stisan,Calidris himantopus,Stilt Sandpiper,Stilt Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,58,NA
4054,species,cursan,Calidris ferruginea,Curlew Sandpiper,Curlew Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,3,60,NA
4055,species,temsti,Calidris temminckii,Temminck's Stint,Temminck's Stint,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,3,24,NA
4056,species,lotsti,Calidris subminuta,Long-toed Stint,Long-toed Stint,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,3,23,NA
4057,species,spbsan1,Calidris pygmea,Spoon-billed Sandpiper,Spoon-billed Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,4,NA,NA
4058,species,rensti,Calidris ruficollis,Red-necked Stint,Red-necked Stint,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,3,25,NA
4059,species,sander,Calidris alba,Sanderling,Sanderling,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,60,NA
4060,species,dunlin,Calidris alpina,Dunlin,Dunlin,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,60,NA
4071,species,rocsan,Calidris ptilocnemis,Rock Sandpiper,Rock Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,2,70,NA
4072,species,pursan,Calidris maritima,Purple Sandpiper,Purple Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,70,NA
4073,species,baisan,Calidris bairdii,Baird's Sandpiper,Baird's Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,38,NA
4074,species,litsti,Calidris minuta,Little Stint,Little Stint,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,4,24,NA
4076,species,leasan,Calidris minutilla,Least Sandpiper,Least Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,20,NA
4077,species,whrsan,Calidris fuscicollis,White-rumped Sandpiper,White-rumped Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,42,NA
4078,species,bubsan,Calidris subruficollis,Buff-breasted Sandpiper,Buff-breasted Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,63,NA
4078.02,species,pecsan,Calidris melanotos,Pectoral Sandpiper,Pectoral Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,73,NA
4078.05,species,semsan,Calidris pusilla,Semipalmated Sandpiper,Semipalmated Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,25,NA
4078.06,species,wessan,Calidris mauri,Western Sandpiper,Western Sandpiper,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,26,NA
4078.08,spuh,calidr,Calidris sp. (peep sp.),peep sp.,peep sp.,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,NA,26,Using WESA mass
4078.09,spuh,calidr1,Calidris sp.,Calidris sp.,Calidris sp.,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,NA,60,Using DUNL mass
4080,species,shbdow,Limnodromus griseus,Short-billed Dowitcher,Short-billed Dowitcher,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,110,NA
4084,species,lobdow,Limnodromus scolopaceus,Long-billed Dowitcher,Long-billed Dowitcher,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,115,NA
4096,species,jacsni,Lymnocryptes minimus,Jack Snipe,Jack Snipe,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,4,54,NA
4097,species,solsni1,Gallinago solitaria,Solitary Snipe,Solitary Snipe,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,5,NA,NA
4103,species,wilsni1,Gallinago delicata,Wilson's Snipe,Wilson's Snipe,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,105,NA
4104,species,comsni,Gallinago gallinago,Common Snipe,Common Snipe,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,3,105,NA
4119,species,pitsni,Gallinago stenura,Pin-tailed Snipe,Pin-tailed Snipe,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,5,NA,NA
4126,spuh,snipe2,Gallinago sp.,snipe sp.,snipe sp.,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,NA,105,Using WISN mass
4127,species,eurwoo,Scolopax rusticola,Eurasian Woodcock,Eurasian Woodcock,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,5,NA,NA
4135,species,amewoo,Scolopax minor,American Woodcock,American Woodcock,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,200,NA
4136,species,wilpha,Phalaropus tricolor,Wilson's Phalarope,Wilson's Phalarope,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,60,NA
4137,species,renpha,Phalaropus lobatus,Red-necked Phalarope,Red-necked Phalarope,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,35,NA
4138,species,redpha1,Phalaropus fulicarius,Red Phalarope,Red Phalarope,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,1,55,NA
4139,spuh,phalar,Phalaropus sp.,phalarope sp.,phalarope sp.,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,NA,35,Using RNPH mass
4139.3,spuh,scolop1,Scolopacidae sp.,Scolopacidae sp.,Scolopacidae sp.,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,NA,NA,NA
4139.6,spuh,larsho1,Scolopacidae sp. (large shorebird sp.),large shorebird sp.,large shorebird sp.,Charadriiformes,Scolopacidae (Sandpipers and Allies),NA,NA,NA,300,using HUGO mass
4205,spuh,button1,Turnix sp.,buttonquail sp.,buttonquail sp.,Charadriiformes,Turnicidae (Buttonquail),NA,NA,NA,NA,NA
4231.5,spuh,course1,Glareolidae sp. (courser sp.),courser sp.,courser sp.,Charadriiformes,Glareolidae (Pratincoles and Coursers),NA,NA,NA,NA,NA
4237,species,oripra,Glareola maldivarum,Oriental Pratincole,Oriental Pratincole,Charadriiformes,Glareolidae (Pratincoles and Coursers),NA,NA,5,NA,NA
4244.5,spuh,pratin1,Glareola sp.,pratincole sp.,pratincole sp.,Charadriiformes,Glareolidae (Pratincoles and Coursers),NA,NA,NA,NA,NA
4262,spuh,shoreb1,Charadriiformes sp.,shorebird sp.,shorebird sp.,Charadriiformes,NA,NA,NA,NA,60,Using DUNL mass
4262.01,species,gresku1,Stercorarius skua,Great Skua,Great Skua,Charadriiformes,Stercorariidae (Skuas and Jaegers),Skuas and Jaegers,NA,3,1450,NA
4262.03,species,sopsku1,Stercorarius maccormicki,South Polar Skua,South Polar Skua,Charadriiformes,Stercorariidae (Skuas and Jaegers),NA,NA,2,1150,NA
4262.08,spuh,skua,Stercorarius sp. (skua sp.),skua sp.,skua sp.,Charadriiformes,Stercorariidae (Skuas and Jaegers),NA,NA,NA,1150,Using SPSK mass
4262.09,species,pomjae,Stercorarius pomarinus,Pomarine Jaeger,Pomarine Skua,Charadriiformes,Stercorariidae (Skuas and Jaegers),NA,NA,1,700,NA
4262.1,species,parjae,Stercorarius parasiticus,Parasitic Jaeger,Parasitic Jaeger,Charadriiformes,Stercorariidae (Skuas and Jaegers),NA,NA,1,470,NA
4262.12,species,lotjae,Stercorarius longicaudus,Long-tailed Jaeger,Long-tailed Jaeger,Charadriiformes,Stercorariidae (Skuas and Jaegers),NA,NA,1,300,NA
4262.17,spuh,jaeger,Stercorarius sp. (jaeger sp.),jaeger sp.,jaeger/Pomarine Skua sp.,Charadriiformes,Stercorariidae (Skuas and Jaegers),NA,NA,NA,470,Using PAJA mass
4262.18,spuh,y00615,Stercorarius sp.,jaeger/skua sp.,jaeger/skua sp.,Charadriiformes,Stercorariidae (Skuas and Jaegers),NA,NA,NA,700,Using POJA mass
4262.19,species,doveki,Alle alle,Dovekie,Little Auk,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",Alcids,NA,2,160,NA
4262.22,species,commur,Uria aalge,Common Murre,Common Murre,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,1,990,NA
4262.27,species,thbmur,Uria lomvia,Thick-billed Murre,Thick-billed Murre,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,1,970,NA
4262.33,species,razorb,Alca torda,Razorbill,Razorbill,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,1,720,NA
4262.36,spuh,laralc1,Uria/Alca sp.,large alcid sp.,large alcid sp.,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,NA,720,Using RAZO mass
4262.37,species,greauk,Pinguinus impennis,Great Auk,Great Auk,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,6,NA,NA
4262.38,species,blkgui,Cepphus grylle,Black Guillemot,Black Guillemot,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,1,430,NA
4262.44,species,piggui,Cepphus columba,Pigeon Guillemot,Pigeon Guillemot,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,1,490,NA
4262.53,species,lobmur,Brachyramphus perdix,Long-billed Murrelet,Long-billed Murrelet,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,3,290,NA
4262.54,species,marmur,Brachyramphus marmoratus,Marbled Murrelet,Marbled Murrelet,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,1,220,NA
4262.55,species,kitmur,Brachyramphus brevirostris,Kittlitz's Murrelet,Kittlitz's Murrelet,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,2,220,NA
4262.56,species,xanmur2,Synthliboramphus scrippsi,Scripps's Murrelet,Scripps's Murrelet,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,2,170,NA
4262.57,species,xanmur1,Synthliboramphus hypoleucus,Guadalupe Murrelet,Guadalupe Murrelet,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,3,170,NA
4262.59,species,cramur,Synthliboramphus craveri,Craveri's Murrelet,Craveri's Murrelet,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,3,150,NA
4262.61,species,ancmur,Synthliboramphus antiquus,Ancient Murrelet,Ancient Murrelet,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,2,205,NA
4262.65,spuh,murrel,Brachyramphus/Synthliboramphus sp.,murrelet sp.,murrelet sp.,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,NA,220,Using MAMU mass
4262.66,species,casauk,Ptychoramphus aleuticus,Cassin's Auklet,Cassin's Auklet,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,1,185,NA
4262.69,species,parauk,Aethia psittacula,Parakeet Auklet,Parakeet Auklet,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,2,315,NA
4262.7,species,leaauk,Aethia pusilla,Least Auklet,Least Auklet,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,2,85,NA
4262.71,species,whiauk,Aethia pygmaea,Whiskered Auklet,Whiskered Auklet,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,2,120,NA
4262.72,species,creauk,Aethia cristatella,Crested Auklet,Crested Auklet,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,2,285,NA
4262.73,species,rhiauk,Cerorhinca monocerata,Rhinoceros Auklet,Rhinoceros Auklet,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,1,520,NA
4262.74,spuh,auklet,Ptychoramphus/Aethia sp.,auklet sp.,auklet sp.,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,NA,185,Using CAAU mass
4262.75,species,atlpuf,Fratercula arctica,Atlantic Puffin,Atlantic Puffin,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,1,380,NA
4262.79,species,horpuf,Fratercula corniculata,Horned Puffin,Horned Puffin,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,1,620,NA
4262.8,species,tufpuf,Fratercula cirrhata,Tufted Puffin,Tufted Puffin,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,1,780,NA
4262.81,spuh,puffin1,Fratercula sp.,puffin sp.,puffin sp.,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,NA,620,Using HOPU mass
4262.82,spuh,alcid,Alcidae sp.,alcid sp.,alcid sp.,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",NA,NA,NA,185,Using CAAU mass
4263,species,swtgul1,Creagrus furcatus,Swallow-tailed Gull,Swallow-tailed Gull,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)","Gulls, Terns, and Skimmers",NA,5,NA,NA
4264,species,bklkit,Rissa tridactyla,Black-legged Kittiwake,Black-legged Kittiwake,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,1,400,NA
4267,species,relkit,Rissa brevirostris,Red-legged Kittiwake,Red-legged Kittiwake,Charadriiformes,"Laridae (Gulls, Terns, and Skimmers)",NA,NA,2,380,NA
