TAXON_ORDER,CATEGORY,SPECIES_CODE,SCI_NAME,PRIMARY_COM_NAME,en_IOC,ORDER1,FAMILY,SPECIES_GROUP,REPORT_AS,code,mass,masscomm
23403.0707,species,taifly1,Ficedula albicilla,Taiga Flycatcher,Taiga Flycatcher,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,4,10,NA
23403.0757,spuh,ficedu1,Ficedula sp.,Ficedula sp.,Ficedula sp.,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,10,Using TAFL mass
23403.0768,species,comred2,Phoenicurus phoenicurus,Common Redstart,Common Redstart,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,5,NA,NA
23403.0789,spuh,redsta1,Phoenicurus sp.,redstart sp.,redstart sp.,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,NA
23403.08175,spuh,rock-t1,Monticola sp.,rock-thrush sp.,rock thrush sp.,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,NA
23403.08345,species,afrsto1,Saxicola torquatus,African Stonechat,African/Madagascan Stonechat,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,4,14,NA
23403.08795,spuh,saxico1,Saxicola sp.,Saxicola sp.,Saxicola sp.,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,NA
23403.097,species,norwhe,Oenanthe oenanthe,Northern Wheatear,Northern Wheatear,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,2,23,NA
23403.1016,spuh,wheate1,Oenanthe sp.,wheatear sp.,wheatear sp.,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,NA
23403.10165,spuh,muscic2,Muscicapidae sp.,Muscicapid sp.,Muscicapid sp.,Passeriformes,Muscicapidae (Old World Flycatchers),NA,NA,NA,NA,NA
24434.5,spuh,geokic1,Geokichla sp.,Geokichla sp.,Geokichla sp.,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,NA,NA,NA
24472,spuh,zoothe1,Zoothera sp.,Zoothera sp.,Zoothera sp.,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,NA,NA,NA
24482,species,easblu,Sialia sialis,Eastern Bluebird,Eastern Bluebird,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,1,31,NA
24491,species,wesblu,Sialia mexicana,Western Bluebird,Western Bluebird,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,1,29,NA
24499,species,moublu,Sialia currucoides,Mountain Bluebird,Mountain Bluebird,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,1,29,NA
24500,spuh,bluebi,Sialia sp.,bluebird sp.,bluebird sp.,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,NA,29,Using WEBL mass
24501,species,towsol,Myadestes townsendi,Townsend's Solitaire,Townsend's Solitaire,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,1,34,NA
24504,species,brbsol1,Myadestes occidentalis,Brown-backed Solitaire,Brown-backed Solitaire,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,5,34,NA
24541,species,obnthr1,Catharus aurantiirostris,Orange-billed Nightingale-Thrush,Orange-billed Nightingale-Thrush,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,5,82,NA
24581,species,bhnthr1,Catharus mexicanus,Black-headed Nightingale-Thrush,Black-headed Nightingale-Thrush,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,5,NA,NA
24592,species,veery,Catharus fuscescens,Veery,Veery,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,1,31,NA
24597,species,gycthr,Catharus minimus,Gray-cheeked Thrush,Grey-cheeked Thrush,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,1,32,NA
24600,species,bicthr,Catharus bicknelli,Bicknell's Thrush,Bicknell's Thrush,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,2,30,NA
24602,species,swathr,Catharus ustulatus,Swainson's Thrush,Swainson's Thrush,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,1,31,NA
24608,species,herthr,Catharus guttatus,Hermit Thrush,Hermit Thrush,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,1,31,NA
24621,spuh,cathus,Catharus sp.,Catharus sp.,Catharus sp.,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,NA,31,Using SWTH mass
24622,species,woothr,Hylocichla mustelina,Wood Thrush,Wood Thrush,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,1,47,NA
24687,species,eurbla,Turdus merula,Eurasian Blackbird,Common Blackbird,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,5,NA,NA
24762,species,eyethr,Turdus obscurus,Eyebrowed Thrush,Eyebrowed Thrush,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,3,74,NA
24771,species,dusthr1,Turdus naumanni,Naumann's Thrush,Naumann's Thrush,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,4,82,NA
24773,species,fieldf,Turdus pilaris,Fieldfare,Fieldfare,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,4,99,NA
24774,species,redwin,Turdus iliacus,Redwing,Redwing,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,4,65,NA
24777,species,sonthr1,Turdus philomelos,Song Thrush,Song Thrush,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,5,NA,NA
24817.14,species,clcrob,Turdus grayi,Clay-colored Thrush,Clay-colored Thrush,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,3,74,NA
24878,species,whtrob1,Turdus assimilis,White-throated Thrush,White-throated/Dagua Thrush,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,4,74,NA
24899,species,rubrob,Turdus rufopalliatus,Rufous-backed Robin,Rufous-backed Thrush,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,3,77,NA
24903,species,amerob,Turdus migratorius,American Robin,American Robin,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,1,77,NA
24918,species,relthr1,Turdus plumbeus,Red-legged Thrush,Red-legged Thrush,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,5,NA,NA
24932,spuh,turdus1,Turdus sp.,Turdus sp.,Turdus sp.,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,NA,77,Using AMRO mass
24933,species,varthr,Ixoreus naevius,Varied Thrush,Varied Thrush,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,1,78,NA
24937,species,aztthr,Ridgwayia pinicola,Aztec Thrush,Aztec Thrush,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,4,78,NA
24993,spuh,thrush1,Turdidae sp.,thrush sp.,thrush sp.,Passeriformes,Turdidae (Thrushes and Allies),NA,NA,NA,31,Using SWTH mass
26353,species,blumoc,Melanotis caerulescens,Blue Mockingbird,Blue Mockingbird,Passeriformes,Mimidae (Mockingbirds and Thrashers),"Catbirds, Mockingbirds, and Thrashers",NA,5,65,NA
26358,species,grycat,Dumetella carolinensis,Gray Catbird,Grey Catbird,Passeriformes,Mimidae (Mockingbirds and Thrashers),NA,NA,1,37,NA
26380,species,cubthr,Toxostoma curvirostre,Curve-billed Thrasher,Curve-billed Thrasher,Passeriformes,Mimidae (Mockingbirds and Thrashers),NA,NA,1,79,NA
26393,species,brnthr,Toxostoma rufum,Brown Thrasher,Brown Thrasher,Passeriformes,Mimidae (Mockingbirds and Thrashers),NA,NA,1,69,NA
26396,species,lobthr,Toxostoma longirostre,Long-billed Thrasher,Long-billed Thrasher,Passeriformes,Mimidae (Mockingbirds and Thrashers),NA,NA,2,70,NA
26401,species,benthr,Toxostoma bendirei,Bendire's Thrasher,Bendire's Thrasher,Passeriformes,Mimidae (Mockingbirds and Thrashers),NA,NA,2,62,NA
26409,species,calthr,Toxostoma redivivum,California Thrasher,California Thrasher,Passeriformes,Mimidae (Mockingbirds and Thrashers),NA,NA,2,84,NA
26412,species,lecthr,Toxostoma lecontei,Le Conte's Thrasher,Le Conte's Thrasher,Passeriformes,Mimidae (Mockingbirds and Thrashers),NA,NA,2,62,NA
26417,species,crithr,Toxostoma crissale,Crissal Thrasher,Crissal Thrasher,Passeriformes,Mimidae (Mockingbirds and Thrashers),NA,NA,2,62,NA
26422,spuh,toxost1,Toxostoma sp.,Toxostoma sp.,Toxostoma sp.,Passeriformes,Mimidae (Mockingbirds and Thrashers),NA,NA,NA,62,Using CRTH mass
26423,species,sagthr,Oreoscoptes montanus,Sage Thrasher,Sage Thrasher,Passeriformes,Mimidae (Mockingbirds and Thrashers),NA,NA,1,43,NA
26433,species,bahmoc,Mimus gundlachii,Bahama Mockingbird,Bahama Mockingbird,Passeriformes,Mimidae (Mockingbirds and Thrashers),NA,NA,4,67,NA
26464,species,normoc,Mimus polyglottos,Northern Mockingbird,Northern Mockingbird,Passeriformes,Mimidae (Mockingbirds and Thrashers),NA,NA,1,49,NA
26468.2,spuh,mimida1,Mimidae sp.,Mimidae sp.,Mimidae sp.,Passeriformes,Mimidae (Mockingbirds and Thrashers),NA,NA,NA,49,Using NOMO mass
26544.2,spuh,aploni1,Aplonis sp.,Aplonis sp.,Aplonis sp.,Passeriformes,Sturnidae (Starlings),NA,NA,NA,NA,NA
26621,species,eursta,Sturnus vulgaris,European Starling,Common Starling,Passeriformes,Sturnidae (Starlings),NA,NA,1,82,NA
26648,species,commyn,Acridotheres tristis,Common Myna,Common Myna,Passeriformes,Sturnidae (Starlings),NA,NA,2,106,NA
26670,spuh,blkmyn1,Acridotheres sp. (black myna sp.),black myna sp.,black myna sp.,Passeriformes,Sturnidae (Starlings),NA,NA,NA,NA,NA
26671,spuh,acrido1,Acridotheres sp.,Acridotheres sp.,Acridotheres sp.,Passeriformes,Sturnidae (Starlings),NA,NA,NA,NA,NA
26739.7,spuh,glossy1,Lamprotornis sp.,Lamprotornis sp.,Lamprotornis sp.,Passeriformes,Sturnidae (Starlings),NA,NA,NA,NA,NA
26739.9,spuh,y00757,Sturnidae sp.,myna/starling sp.,myna/starling sp.,Passeriformes,Sturnidae (Starlings),NA,NA,NA,82,Using EUST mass
26777,spuh,leafbi1,Chloropsis sp.,leafbird sp.,leafbird sp.,Passeriformes,Chloropseidae (Leafbirds),NA,NA,NA,NA,NA
26796,spuh,priono1,Prionochilus sp.,Prionochilus sp.,Prionochilus sp.,Passeriformes,Dicaeidae (Flowerpeckers),NA,NA,NA,NA,NA
26958,spuh,dicaeu1,Dicaeum sp.,Dicaeum sp.,Dicaeum sp.,Passeriformes,Dicaeidae (Flowerpeckers),NA,NA,NA,NA,NA
26958.5,spuh,flower2,Prionochilus/Dicaeum sp.,flowerpecker sp.,flowerpecker sp.,Passeriformes,Dicaeidae (Flowerpeckers),NA,NA,NA,NA,NA
27310,spuh,cinnyr1,Cinnyris sp.,Cinnyris sp.,Cinnyris sp.,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),NA,NA,NA,NA,NA
27390,spuh,aethop1,Aethopyga sp.,Aethopyga sp.,Aethopyga sp.,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),NA,NA,NA,NA,NA
27391,spuh,sunbir1,Nectariniidae sp. (sunbird sp.),sunbird sp.,sunbird sp.,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),NA,NA,NA,NA,NA
27433,spuh,spider1,Arachnothera sp.,spiderhunter sp.,spiderhunter sp.,Passeriformes,Nectariniidae (Sunbirds and Spiderhunters),NA,NA,NA,NA,NA
27451,species,sibacc,Prunella montanella,Siberian Accentor,Siberian Accentor,Passeriformes,Prunellidae (Accentors),NA,NA,4,17,NA
27479.5,spuh,accent1,Prunella sp.,accentor sp.,accentor sp.,Passeriformes,Prunellidae (Accentors),NA,NA,NA,17,Using SIAC mass
27495,species,eaywag,Motacilla tschutschensis,Eastern Yellow Wagtail,Eastern Yellow Wagtail,Passeriformes,Motacillidae (Wagtails and Pipits),NA,NA,2,16,NA
27501,species,citwag,Motacilla citreola,Citrine Wagtail,Citrine Wagtail,Passeriformes,Motacillidae (Wagtails and Pipits),NA,NA,5,NA,NA
27510,species,grywag,Motacilla cinerea,Gray Wagtail,Grey Wagtail,Passeriformes,Motacillidae (Wagtails and Pipits),NA,NA,4,NA,NA
27518,species,whiwag,Motacilla alba,White Wagtail,White Wagtail,Passeriformes,Motacillidae (Wagtails and Pipits),NA,NA,3,18,NA
27536,spuh,wagtai1,Motacilla sp.,wagtail sp.,wagtail sp.,Passeriformes,Motacillidae (Wagtails and Pipits),NA,NA,NA,18,Using WHWA mass
27648,species,trepip,Anthus trivialis,Tree Pipit,Tree Pipit,Passeriformes,Motacillidae (Wagtails and Pipits),NA,NA,5,NA,NA
27652,species,olbpip,Anthus hodgsoni,Olive-backed Pipit,Olive-backed Pipit,Passeriformes,Motacillidae (Wagtails and Pipits),NA,NA,3,21,NA
27655,species,pecpip,Anthus gustavi,Pechora Pipit,Pechora Pipit,Passeriformes,Motacillidae (Wagtails and Pipits),NA,NA,4,21,NA
27660,species,retpip,Anthus cervinus,Red-throated Pipit,Red-throated Pipit,Passeriformes,Motacillidae (Wagtails and Pipits),NA,NA,3,21,NA
27669,species,amepip,Anthus rubescens,American Pipit,Buff-bellied Pipit,Passeriformes,Motacillidae (Wagtails and Pipits),NA,NA,1,21,NA
27675,species,sprpip,Anthus spragueii,Sprague's Pipit,Sprague's Pipit,Passeriformes,Motacillidae (Wagtails and Pipits),NA,NA,2,25,NA
27712,spuh,pipit1,Anthus sp.,pipit sp.,pipit sp.,Passeriformes,Motacillidae (Wagtails and Pipits),NA,NA,NA,21,Using AMPI mass
27731,spuh,longcl1,Macronyx sp.,longclaw sp.,longclaw sp.,Passeriformes,Motacillidae (Wagtails and Pipits),NA,NA,NA,NA,NA
27734,species,bohwax,Bombycilla garrulus,Bohemian Waxwing,Bohemian Waxwing,Passeriformes,Bombycillidae (Waxwings),Waxwings,NA,2,56,NA
27738,species,cedwax,Bombycilla cedrorum,Cedar Waxwing,Cedar Waxwing,Passeriformes,Bombycillidae (Waxwings),NA,NA,1,32,NA
27749,species,grsfly1,Ptiliogonys cinereus,Gray Silky-flycatcher,Grey Silky-flycatcher,Passeriformes,Ptiliogonatidae (Silky-flycatchers),NA,NA,5,24,NA
27755,species,phaino,Phainopepla nitens,Phainopepla,Phainopepla,Passeriformes,Ptiliogonatidae (Silky-flycatchers),NA,NA,1,24,NA
27763,species,oliwar,Peucedramus taeniatus,Olive Warbler,Olive Warbler,Passeriformes,Peucedramidae (Olive Warbler),Olive Warbler,NA,2,11,NA
27763.5,species,laplon,Calcarius lapponicus,Lapland Longspur,Lapland Longspur,Passeriformes,Calcariidae (Longspurs and Snow Buntings),Longspurs and Snow Buntings,NA,1,27,NA
27764,species,chclon,Calcarius ornatus,Chestnut-collared Longspur,Chestnut-collared Longspur,Passeriformes,Calcariidae (Longspurs and Snow Buntings),NA,NA,1,19,NA
27765,species,smilon,Calcarius pictus,Smith's Longspur,Smith's Longspur,Passeriformes,Calcariidae (Longspurs and Snow Buntings),NA,NA,2,26,NA
27766,species,mcclon,Rhynchophanes mccownii,McCown's Longspur,McCown's Longspur,Passeriformes,Calcariidae (Longspurs and Snow Buntings),NA,NA,2,23,NA
27766.3,spuh,longsp1,Calcarius/Rhynchophanes sp.,longspur sp.,longspur sp.,Passeriformes,Calcariidae (Longspurs and Snow Buntings),NA,NA,NA,23,Using MCLO mass
27766.4,species,snobun,Plectrophenax nivalis,Snow Bunting,Snow Bunting,Passeriformes,Calcariidae (Longspurs and Snow Buntings),NA,NA,1,42,NA
27768,species,mckbun,Plectrophenax hyperboreus,McKay's Bunting,McKay's Bunting,Passeriformes,Calcariidae (Longspurs and Snow Buntings),NA,NA,2,54,NA
27769,species,ovenbi1,Seiurus aurocapilla,Ovenbird,Ovenbird,Passeriformes,Parulidae (New World Warblers),Wood-Warblers,NA,1,19.5,NA
27772,species,woewar1,Helmitheros vermivorum,Worm-eating Warbler,Worm-eating Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,13,NA
27773,species,louwat,Parkesia motacilla,Louisiana Waterthrush,Louisiana Waterthrush,Passeriformes,Parulidae (New World Warblers),NA,NA,1,20.5,NA
27774,species,norwat,Parkesia noveboracensis,Northern Waterthrush,Northern Waterthrush,Passeriformes,Parulidae (New World Warblers),NA,NA,1,18,NA
27776,species,bacwar,Vermivora bachmanii,Bachman's Warbler,Bachman's Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,6,NA,NA
27776.5,species,gowwar,Vermivora chrysoptera,Golden-winged Warbler,Golden-winged Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,2,8.8,NA
27777,species,buwwar,Vermivora cyanoptera,Blue-winged Warbler,Blue-winged Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,8.5,NA
27782,species,bawwar,Mniotilta varia,Black-and-white Warbler,Black-and-white Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,10.7,NA
27783,species,prowar,Protonotaria citrea,Prothonotary Warbler,Prothonotary Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,16,NA
27784,species,swawar,Limnothlypis swainsonii,Swainson's Warbler,Swainson's Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,2,19,NA
27785,species,crcwar,Oreothlypis superciliosa,Crescent-chested Warbler,Crescent-chested Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,4,8.5,NA
27792,species,tenwar,Oreothlypis peregrina,Tennessee Warbler,Tennessee Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,10,NA
27793,species,orcwar,Oreothlypis celata,Orange-crowned Warbler,Orange-crowned Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,9,NA
27798,species,colwar,Oreothlypis crissalis,Colima Warbler,Colima Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,8.5,NA
27800,species,lucwar,Oreothlypis luciae,Lucy's Warbler,Lucy's Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,6.6,NA
27801,species,naswar,Oreothlypis ruficapilla,Nashville Warbler,Nashville Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,8.7,NA
27804,species,virwar,Oreothlypis virginiae,Virginia's Warbler,Virginia's Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,7.8,NA
27805,spuh,vermiv1,Oreothlypis sp.,Oreothlypis sp.,Oreothlypis sp.,Passeriformes,Parulidae (New World Warblers),NA,NA,NA,8.7,Using NAWA mass
27807,species,conwar,Oporornis agilis,Connecticut Warbler,Connecticut Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,2,15,NA
27808,species,gycyel,Geothlypis poliocephala,Gray-crowned Yellowthroat,Grey-crowned Yellowthroat,Passeriformes,Parulidae (New World Warblers),NA,NA,4,14.6,NA
27822,species,macwar,Geothlypis tolmiei,MacGillivray's Warbler,MacGillivray's Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,10.5,NA
27824,species,mouwar,Geothlypis philadelphia,Mourning Warbler,Mourning Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,12.5,NA
27825,species,kenwar,Geothlypis formosa,Kentucky Warbler,Kentucky Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,14,NA
27838,species,comyel,Geothlypis trichas,Common Yellowthroat,Common Yellowthroat,Passeriformes,Parulidae (New World Warblers),NA,NA,1,10,NA
27852.2,spuh,yellow7,Geothlypis sp. (yellowthroat sp.),yellowthroat sp.,yellowthroat sp.,Passeriformes,Parulidae (New World Warblers),NA,NA,NA,10,Using COYE mass
27860,species,hoowar,Setophaga citrina,Hooded Warbler,Hooded Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,10.5,NA
27861,species,amered,Setophaga ruticilla,American Redstart,American Redstart,Passeriformes,Parulidae (New World Warblers),NA,NA,1,8.3,NA
27862,species,kirwar,Setophaga kirtlandii,Kirtland's Warbler,Kirtland's Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,2,13.8,NA
27863,species,camwar,Setophaga tigrina,Cape May Warbler,Cape May Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,11,NA
27864,species,cerwar,Setophaga cerulea,Cerulean Warbler,Cerulean Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,2,9.3,NA
27865,species,norpar,Setophaga americana,Northern Parula,Northern Parula,Passeriformes,Parulidae (New World Warblers),NA,NA,1,8.6,NA
27868,species,tropar,Setophaga pitiayumi,Tropical Parula,Tropical Parula,Passeriformes,Parulidae (New World Warblers),NA,NA,3,7,NA
27882,species,magwar,Setophaga magnolia,Magnolia Warbler,Magnolia Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,8.7,NA
27883,species,babwar,Setophaga castanea,Bay-breasted Warbler,Bay-breasted Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,12.5,NA
27884,species,bkbwar,Setophaga fusca,Blackburnian Warbler,Blackburnian Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,9.8,NA
27885,species,yelwar,Setophaga petechia,Yellow Warbler,American Yellow/Mangrove Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,9.5,NA
27923,species,chswar,Setophaga pensylvanica,Chestnut-sided Warbler,Chestnut-sided Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,9.6,NA
27924,species,bkpwar,Setophaga striata,Blackpoll Warbler,Blackpoll Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,13,NA
27926,species,btbwar,Setophaga caerulescens,Black-throated Blue Warbler,Black-throated Blue Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,10.2,NA
27929,species,palwar,Setophaga palmarum,Palm Warbler,Palm Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,10.3,NA
27933,species,pinwar,Setophaga pinus,Pine Warbler,Pine Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,12,NA
27938,species,yerwar,Setophaga coronata,Yellow-rumped Warbler,Myrtle/Audubon's Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,12.3,NA
27946,species,yetwar,Setophaga dominica,Yellow-throated Warbler,Yellow-throated Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,9.4,NA
27956,species,prawar,Setophaga discolor,Prairie Warbler,Prairie Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,7.7,NA
27962,species,grawar,Setophaga graciae,Grace's Warbler,Grace's Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,8.1,NA
27968,species,btywar,Setophaga nigrescens,Black-throated Gray Warbler,Black-throated Grey Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,8.4,NA
27971,species,towwar,Setophaga townsendi,Townsend's Warbler,Townsend's Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,8.8,NA
27973,species,herwar,Setophaga occidentalis,Hermit Warbler,Hermit Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,9.2,NA
27976,species,gchwar,Setophaga chrysoparia,Golden-cheeked Warbler,Golden-cheeked Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,2,9.8,NA
27977,species,btnwar,Setophaga virens,Black-throated Green Warbler,Black-throated Green Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,8.8,NA
27978,spuh,dendro3,Setophaga sp.,Setophaga sp.,Setophaga sp.,Passeriformes,Parulidae (New World Warblers),NA,NA,NA,12.3,Using YRWA mass
27979,species,fatwar,Basileuterus lachrymosus,Fan-tailed Warbler,Fan-tailed Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,4,11,NA
27980,species,rucwar,Basileuterus rufifrons,Rufous-capped Warbler,Rufous-capped Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,3,11,NA
28002,species,gcrwar,Basileuterus culicivorus,Golden-crowned Warbler,Golden-crowned Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,4,10.5,NA
28037,spuh,basile1,Basileuterus sp.,Basileuterus sp.,Basileuterus sp.,Passeriformes,Parulidae (New World Warblers),NA,NA,NA,11,Using RCWA mass
28089.5,spuh,myioth1,Myiothlypis sp.,Myiothlypis sp.,Myiothlypis sp.,Passeriformes,Parulidae (New World Warblers),NA,NA,NA,NA,NA
28090,species,canwar,Cardellina canadensis,Canada Warbler,Canada Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,10.3,NA
28091,species,wlswar,Cardellina pusilla,Wilson's Warbler,Wilson's Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,1,7.7,NA
28095,species,refwar,Cardellina rubrifrons,Red-faced Warbler,Red-faced Warbler,Passeriformes,Parulidae (New World Warblers),NA,NA,2,9.8,NA
28101,species,paired,Myioborus pictus,Painted Redstart,Painted Whitestart,Passeriformes,Parulidae (New World Warblers),NA,NA,2,8,NA
28104,species,sltred,Myioborus miniatus,Slate-throated Redstart,Slate-throated Whitestart,Passeriformes,Parulidae (New World Warblers),NA,NA,4,11,NA
28136.5,spuh,myiobo1,Myioborus sp.,Myioborus sp.,Myioborus sp.,Passeriformes,Parulidae (New World Warblers),NA,NA,NA,8,Using PARE mass
28138,species,yebcha,Icteria virens,Yellow-breasted Chat,Yellow-breasted Chat,Passeriformes,Parulidae (New World Warblers),NA,NA,1,25,NA
28149,spuh,warble,Parulidae sp.,warbler sp. (Parulidae sp.),warbler sp. (Parulidae sp.),Passeriformes,Parulidae (New World Warblers),NA,NA,NA,9.5,Using YEWA mass
28259,spuh,hemisp1,Hemispingus sp.,Hemispingus sp.,Hemispingus sp.,Passeriformes,Thraupidae (Tanagers and Allies),NA,NA,NA,NA,NA
28278.5,spuh,thlypo1,Thlypopsis sp.,Thlypopsis sp.,Thlypopsis sp.,Passeriformes,Thraupidae (Tanagers and Allies),NA,NA,NA,NA,NA
28320.2,spuh,tachyp1,Tachyphonus sp.,Tachyphonus sp.,Tachyphonus sp.,Passeriformes,Thraupidae (Tanagers and Allies),NA,NA,NA,NA,NA
28420,spuh,rampho2,Ramphocelus sp.,Ramphocelus sp.,Ramphocelus sp.,Passeriformes,Thraupidae (Tanagers and Allies),NA,NA,NA,NA,NA
28460.5,spuh,thraup1,Thraupis sp.,Thraupis sp.,Thraupis sp.,Passeriformes,Thraupidae (Tanagers and Allies),NA,NA,NA,NA,NA
28708.5,spuh,tangar1,Tangara sp.,Tangara sp.,Tangara sp.,Passeriformes,Thraupidae (Tanagers and Allies),NA,NA,NA,NA,NA
28737,spuh,dacnis1,Dacnis sp.,Dacnis sp.,Dacnis sp.,Passeriformes,Thraupidae (Tanagers and Allies),NA,NA,NA,NA,NA
28802,spuh,tanage,Thraupidae sp. (tanager sp.),tanager sp. (Thraupidae sp.),tanager sp. (Thraupidae sp.),Passeriformes,Thraupidae (Tanagers and Allies),NA,NA,NA,NA,NA
28832,spuh,conebi1,Conirostrum sp.,conebill sp.,conebill sp.,Passeriformes,Thraupidae (Tanagers and Allies),NA,NA,NA,NA,NA
28897,spuh,flower1,Diglossa sp.,flowerpiercer sp.,flowerpiercer sp.,Passeriformes,Thraupidae (Tanagers and Allies),NA,NA,NA,NA,NA
28938,spuh,sierra1,Phrygilus sp.,sierra-finch sp.,sierra finch sp.,Passeriformes,Thraupidae (Tanagers and Allies),NA,NA,NA,NA,NA
28979.5,spuh,inca-f1,Incaspiza sp.,inca-finch sp.,inca finch sp.,Passeriformes,Thraupidae (Tanagers and Allies),NA,NA,NA,NA,NA
29004.5,spuh,warbli1,Poospiza sp.,warbling-finch sp.,warbling finch sp.,Passeriformes,Thraupidae (Tanagers and Allies),NA,NA,NA,NA,NA
29046,spuh,yellow4,Sicalis sp.,yellow-finch sp.,yellow finch sp.,Passeriformes,Thraupidae (Tanagers and Allies),NA,NA,NA,NA,NA
29156.3,species,whcsee,Sporophila torqueola,White-collared Seedeater,White-collared Seedeater,Passeriformes,Thraupidae (Tanagers and Allies),NA,NA,3,9,NA
